# k j freq[thz] 1/tau_3ph[tHz] 1/tau_iso[thz]
5.00000000e+01 5.00000000e+00 2.25160281e+00 1.63479899e-01 6.10072860e-03
5.00000000e+01 6.00000000e+00 3.28515072e+00 2.16001849e+00 6.86072785e-04
5.10000000e+01 1.00000000e+00 7.70171644e-01 2.86610147e-01 8.62786100e-05
5.10000000e+01 2.00000000e+00 8.80405162e-01 3.07640245e-01 1.66661074e-04
5.10000000e+01 3.00000000e+00 1.30399027e+00 1.46782096e-01 8.72339358e-04
5.10000000e+01 4.00000000e+00 2.16996345e+00 1.56680136e-01 4.40960394e-03
5.10000000e+01 5.00000000e+00 2.23356132e+00 1.51861903e-01 5.55494956e-03
5.10000000e+01 6.00000000e+00 3.24231044e+00 1.96754728e+00 7.70678967e-04
5.20000000e+01 1.00000000e+00 8.86820711e-01 3.55477193e-01 1.71938210e-04
5.20000000e+01 2.00000000e+00 1.01417535e+00 3.40433644e-01 4.10763560e-04
5.20000000e+01 3.00000000e+00 1.45584092e+00 1.28530574e-01 1.15361884e-03
5.20000000e+01 4.00000000e+00 2.13529850e+00 1.51153300e-01 4.04523028e-03
5.20000000e+01 5.00000000e+00 2.21082510e+00 1.42347539e-01 5.08094009e-03
5.20000000e+01 6.00000000e+00 3.19398397e+00 1.79372841e+00 8.53032803e-04
5.30000000e+01 1.00000000e+00 1.00128130e+00 2.89921460e-01 3.91380841e-04
5.30000000e+01 2.00000000e+00 1.14200966e+00 2.81724265e-01 5.79787564e-04
5.30000000e+01 3.00000000e+00 1.60823418e+00 1.01901793e-01 1.96938165e-03
5.30000000e+01 4.00000000e+00 2.09586986e+00 1.47150576e-01 3.78871899e-03
5.30000000e+01 5.00000000e+00 2.18245578e+00 1.36197104e-01 4.59660601e-03
5.30000000e+01 6.00000000e+00 3.13897214e+00 1.67559199e+00 9.21401987e-04
5.40000000e+01 1.00000000e+00 1.11274396e+00 2.53788427e-01 5.36366367e-04
5.40000000e+01 2.00000000e+00 1.26344940e+00 2.92501148e-01 7.85806823e-04
5.40000000e+01 3.00000000e+00 1.75974007e+00 1.08873518e-01 1.19475698e-03
5.40000000e+01 4.00000000e+00 2.05070019e+00 1.46911264e-01 3.60160849e-03
5.40000000e+01 5.00000000e+00 2.14772188e+00 1.34790690e-01 4.16709852e-03
5.40000000e+01 6.00000000e+00 3.07607577e+00 1.54998148e+00 9.88033320e-04
5.50000000e+01 1.00000000e+00 1.22013245e+00 2.40963275e-01 7.06956515e-04
5.50000000e+01 2.00000000e+00 1.37779607e+00 2.68583998e-01 1.02827229e-03
5.50000000e+01 3.00000000e+00 1.90839493e+00 1.41639248e-01 2.80680173e-03
5.50000000e+01 4.00000000e+00 1.99978952e+00 1.49747675e-01 2.54045397e-03
5.50000000e+01 5.00000000e+00 2.10634759e+00 1.37233886e-01 3.91017093e-03
5.50000000e+01 6.00000000e+00 3.00433555e+00 1.41651286e+00 1.05018205e-03
5.60000000e+01 1.00000000e+00 1.32236452e+00 2.40051659e-01 9.02325900e-04
5.60000000e+01 2.00000000e+00 1.48399738e+00 2.47190678e-01 1.06778891e-03
5.60000000e+01 3.00000000e+00 1.94196264e+00 1.56932165e-01 2.80586513e-03
5.60000000e+01 4.00000000e+00 2.05438164e+00 2.00787489e-01 3.71357999e-03
5.60000000e+01 5.00000000e+00 2.05852177e+00 1.57448081e-01 3.80608894e-03
5.60000000e+01 6.00000000e+00 2.92327479e+00 1.26565617e+00 1.10787181e-03
5.70000000e+01 1.00000000e+00 1.41854080e+00 2.30856779e-01 1.21562783e-03
5.70000000e+01 2.00000000e+00 1.58001776e+00 2.33876551e-01 1.86353181e-03
5.70000000e+01 3.00000000e+00 1.88221409e+00 1.73567418e-01 3.16910680e-03
5.70000000e+01 4.00000000e+00 2.00478705e+00 1.66355305e-01 2.51683179e-03
5.70000000e+01 5.00000000e+00 2.19337720e+00 2.88289119e-01 4.82590187e-03
5.70000000e+01 6.00000000e+00 2.83305539e+00 1.04653852e+00 1.17212595e-03
5.80000000e+01 1.00000000e+00 1.50789080e+00 2.19120451e-01 1.37067141e-03
5.80000000e+01 2.00000000e+00 1.65807760e+00 2.05802393e-01 2.58260279e-03
5.80000000e+01 3.00000000e+00 1.82707035e+00 1.99462648e-01 5.26114926e-03
5.80000000e+01 4.00000000e+00 1.94598884e+00 1.84703929e-01 2.74557695e-03
5.80000000e+01 5.00000000e+00 2.32536663e+00 3.89497587e-01 9.70879066e-03
5.80000000e+01 6.00000000e+00 2.73466965e+00 9.16892834e-01 1.25434543e-03
5.90000000e+01 1.00000000e+00 1.58903850e+00 1.99960808e-01 2.00145769e-03
5.90000000e+01 2.00000000e+00 1.67757008e+00 1.72468210e-01 1.80216372e-03
5.90000000e+01 3.00000000e+00 1.81774083e+00 2.46879444e-01 6.84523445e-03
5.90000000e+01 4.00000000e+00 1.88379999e+00 2.10524543e-01 3.28955852e-03
5.90000000e+01 5.00000000e+00 2.44498963e+00 5.30014734e-01 3.03146470e-03
5.90000000e+01 6.00000000e+00 2.63305815e+00 8.22835326e-01 1.45825444e-03
6.00000000e+01 1.00000000e+00 1.62128113e+00 1.88830666e-01 2.05274231e-03
6.00000000e+01 2.00000000e+00 1.65576321e+00 1.73918790e-01 2.79837029e-03
6.00000000e+01 3.00000000e+00 1.82473197e+00 2.33667244e-01 5.64678644e-03
6.00000000e+01 4.00000000e+00 1.87170938e+00 2.25716820e-01 3.41762444e-03
6.00000000e+01 5.00000000e+00 2.47742113e+00 5.64687812e-01 2.33097299e-03
6.00000000e+01 6.00000000e+00 2.60297702e+00 7.58184603e-01 1.52063158e-03
6.10000000e+01 1.00000000e+00 1.54124566e+00 2.05624657e-01 1.56224229e-03
6.10000000e+01 2.00000000e+00 1.67257554e+00 1.85977311e-01 2.23778898e-03
6.10000000e+01 3.00000000e+00 1.80440608e+00 2.40260442e-01 2.87936793e-03
6.10000000e+01 4.00000000e+00 1.93694712e+00 1.98053922e-01 2.90222720e-03
6.10000000e+01 5.00000000e+00 2.36778420e+00 4.93167169e-01 9.93698375e-03
6.10000000e+01 6.00000000e+00 2.69922224e+00 8.08067748e-01 1.29495940e-03
6.20000000e+01 1.00000000e+00 1.45113418e+00 2.26754285e-01 1.25636814e-03
6.20000000e+01 2.00000000e+00 1.61448785e+00 2.24757992e-01 2.24542684e-03
6.20000000e+01 3.00000000e+00 1.84771703e+00 1.88746909e-01 4.10112841e-03
6.20000000e+01 4.00000000e+00 1.99959165e+00 1.76950749e-01 2.53348481e-03
6.20000000e+01 5.00000000e+00 2.23739266e+00 3.12371147e-01 5.74155407e-03
6.20000000e+01 6.00000000e+00 2.80036607e+00 9.06084356e-01 1.20023150e-03
6.30000000e+01 1.00000000e+00 1.35333004e+00 2.33612110e-01 9.71082132e-04
6.30000000e+01 2.00000000e+00 1.53039019e+00 2.47369840e-01 1.56100186e-03
6.30000000e+01 3.00000000e+00 1.90548395e+00 1.65585394e-01 3.06800972e-03
6.30000000e+01 4.00000000e+00 2.05694486e+00 1.64289129e-01 3.95907059e-03
6.30000000e+01 5.00000000e+00 2.09809131e+00 2.08404973e-01 3.83715327e-03
6.30000000e+01 6.00000000e+00 2.89456971e+00 1.06586059e+00 1.13044011e-03
6.40000000e+01 1.00000000e+00 1.24869664e+00 2.38412554e-01 7.58384010e-04
6.40000000e+01 2.00000000e+00 1.43593473e+00 2.70142500e-01 1.34506163e-03
6.40000000e+01 3.00000000e+00 1.95152001e+00 1.41190689e-01 2.54323045e-03
6.40000000e+01 4.00000000e+00 1.96178489e+00 1.52271433e-01 2.46624798e-03
6.40000000e+01 5.00000000e+00 2.10827525e+00 1.43917817e-01 3.83544670e-03
6.40000000e+01 6.00000000e+00 2.98019030e+00 1.23285712e+00 1.07248753e-03
6.50000000e+01 1.00000000e+00 1.13802242e+00 2.47533943e-01 5.74232072e-04
6.50000000e+01 2.00000000e+00 1.33458105e+00 2.83278094e-01 9.27466093e-04
6.50000000e+01 3.00000000e+00 1.79920768e+00 9.94045666e-02 1.89028545e-03
6.50000000e+01 4.00000000e+00 2.01315125e+00 1.47111394e-01 2.55962887e-03
6.50000000e+01 5.00000000e+00 2.15271042e+00 1.37388681e-01 4.18579726e-03
6.50000000e+01 6.00000000e+00 3.05682913e+00 1.39620344e+00 1.01246399e-03
6.60000000e+01 1.00000000e+00 1.02226674e+00 2.64161011e-01 4.15850805e-04
6.60000000e+01 2.00000000e+00 1.22807095e+00 2.92118355e-01 7.21134147e-04
6.60000000e+01 3.00000000e+00 1.64232653e+00 7.60404231e-02 1.79088533e-03
6.60000000e+01 4.00000000e+00 2.05836288e+00 1.45622939e-01 3.79225043e-03
6.60000000e+01 5.00000000e+00 2.19015144e+00 1.39078577e-01 4.73492604e-03
6.60000000e+01 6.00000000e+00 3.12467206e+00 1.54643161e+00 9.45200402e-04
6.70000000e+01 1.00000000e+00 9.02478847e-01 2.53806462e-01 1.90819809e-04
6.70000000e+01 2.00000000e+00 1.11769952e+00 3.11014904e-01 5.43605296e-04
6.70000000e+01 3.00000000e+00 1.48228257e+00 7.04379125e-02 1.05142486e-03
6.70000000e+01 4.00000000e+00 2.09725489e+00 1.45643511e-01 3.89121142e-03
6.70000000e+01 5.00000000e+00 2.22076920e+00 1.44935308e-01 5.27506150e-03
6.70000000e+01 6.00000000e+00 3.18454052e+00 1.71333212e+00 8.69350949e-04
6.80000000e+01 1.00000000e+00 7.79702032e-01 2.08640208e-01 9.27616924e-05
6.80000000e+01 2.00000000e+00 1.00434217e+00 3.80046062e-01 3.94717104e-04
6.80000000e+01 3.00000000e+00 1.32040388e+00 9.38156710e-02 9.09106190e-04
6.80000000e+01 4.00000000e+00 2.13053181e+00 1.47833209e-01 3.99595317e-03
6.80000000e+01 5.00000000e+00 2.24513629e+00 1.54475940e-01 5.83647647e-03
6.80000000e+01 6.00000000e+00 3.23760370e+00 1.93247918e+00 7.84558302e-04
6.90000000e+01 1.00000000e+00 6.55123466e-01 1.38889468e-01 4.16795178e-05
6.90000000e+01 2.00000000e+00 8.88328665e-01 4.79370299e-01 1.74708522e-04
6.90000000e+01 3.00000000e+00 1.15770077e+00 1.02084463e-01 6.11301157e-04
6.90000000e+01 4.00000000e+00 2.15952469e+00 1.54037872e-01 4.27389160e-03
6.90000000e+01 5.00000000e+00 2.26396023e+00 1.65842980e-01 6.44367757e-03
6.90000000e+01 6.00000000e+00 3.28506078e+00 2.10718846e+00 6.88462560e-04
7.00000000e+01 1.00000000e+00 5.30889661e-01 8.49964301e-02 1.73420812e-05
7.00000000e+01 2.00000000e+00 7.69506106e-01 4.22736458e-01 8.57963433e-05
7.00000000e+01 3.00000000e+00 9.94760821e-01 1.51525942e-01 3.75868671e-04
7.00000000e+01 4.00000000e+00 2.18567854e+00 1.62908105e-01 4.63424954e-03
7.00000000e+01 5.00000000e+00 2.27764274e+00 1.78943055e-01 7.73974111e-03
7.00000000e+01 6.00000000e+00 3.32799099e+00 2.38073131e+00 5.89605669e-04
7.10000000e+01 1.00000000e+00 4.12438844e-01 3.60818047e-02 5.85948622e-06
7.10000000e+01 2.00000000e+00 6.47721601e-01 3.34382179e-01 3.91385851e-05
7.10000000e+01 3.00000000e+00 8.31991752e-01 1.47735146e-01 1.25822949e-04
7.10000000e+01 4.00000000e+00 2.20997968e+00 1.71342313e-01 5.05004023e-03
7.10000000e+01 5.00000000e+00 2.28574612e+00 1.89657232e-01 8.45162041e-03
7.10000000e+01 6.00000000e+00 3.36678408e+00 2.82259430e+00 4.86073046e-04
7.20000000e+01 1.00000000e+00 3.14460823e-01 1.46151823e-02 1.73039362e-06
7.20000000e+01 2.00000000e+00 5.23694653e-01 2.62598836e-01 1.51716692e-05
7.20000000e+01 3.00000000e+00 6.70409860e-01 1.12820594e-01 4.71150672e-05
7.20000000e+01 4.00000000e+00 2.23250606e+00 1.81456918e-01 5.51943177e-03
7.20000000e+01 5.00000000e+00 2.28674742e+00 1.96282796e-01 8.48334019e-03
7.20000000e+01 6.00000000e+00 3.40123018e+00 3.53101111e+00 3.74080809e-04
7.30000000e+01 1.00000000e+00 3.25631072e-01 1.54505297e-02 2.17264718e-06
7.30000000e+01 2.00000000e+00 3.25631072e-01 1.54505297e-02 2.17264718e-06
7.30000000e+01 3.00000000e+00 8.36593559e-01 3.36290447e-01 1.30105271e-04
7.30000000e+01 4.00000000e+00 2.28737399e+00 1.94600611e-01 8.84742590e-03
7.30000000e+01 5.00000000e+00 2.28737399e+00 1.94600611e-01 8.84742590e-03
7.30000000e+01 6.00000000e+00 3.34576866e+00 2.87754051e+00 5.30032932e-04
7.40000000e+01 1.00000000e+00 3.97116475e-01 3.75071264e-02 4.64296362e-06
7.40000000e+01 2.00000000e+00 4.09039203e-01 3.12187812e-02 5.45878322e-06
7.40000000e+01 3.00000000e+00 9.69167578e-01 3.24529918e-01 2.93053067e-04
7.40000000e+01 4.00000000e+00 2.28026892e+00 1.89468938e-01 8.57321774e-03
7.40000000e+01 5.00000000e+00 2.28706220e+00 1.89459245e-01 8.60448356e-03
7.40000000e+01 6.00000000e+00 3.30670576e+00 2.61561680e+00 6.29565012e-04
7.50000000e+01 1.00000000e+00 4.93139852e-01 8.48212392e-02 1.15129907e-05
7.50000000e+01 2.00000000e+00 5.31267399e-01 6.96902963e-02 1.70027281e-05
7.50000000e+01 3.00000000e+00 1.10256003e+00 3.37268128e-01 5.24062083e-04
7.50000000e+01 4.00000000e+00 2.25872886e+00 1.80827902e-01 6.22958965e-03
7.50000000e+01 5.00000000e+00 2.28201670e+00 1.80741619e-01 8.42660829e-03
7.50000000e+01 6.00000000e+00 3.26929172e+00 2.18453654e+00 7.16064624e-04
7.60000000e+01 1.00000000e+00 5.99317185e-01 1.48801331e-01 2.81254469e-05
7.60000000e+01 2.00000000e+00 6.68539158e-01 1.01476071e-01 4.66686431e-05
7.60000000e+01 3.00000000e+00 1.23542784e+00 2.33039393e-01 7.40381798e-04
7.60000000e+01 4.00000000e+00 2.22899249e+00 1.73143383e-01 5.36779755e-03
7.60000000e+01 5.00000000e+00 2.27276212e+00 1.69186703e-01 7.16241221e-03
7.60000000e+01 6.00000000e+00 3.23130807e+00 2.08038612e+00 8.00989463e-04
7.70000000e+01 1.00000000e+00 7.09367830e-01 2.06500640e-01 5.97167843e-05
7.70000000e+01 2.00000000e+00 8.10331780e-01 1.72263211e-01 1.12243128e-04
7.70000000e+01 3.00000000e+00 1.36794190e+00 2.00018002e-01 1.01207650e-03
7.70000000e+01 4.00000000e+00 2.19447444e+00 1.65729192e-01 4.79937849e-03
7.70000000e+01 5.00000000e+00 2.25930746e+00 1.55797943e-01 6.37175833e-03
7.70000000e+01 6.00000000e+00 3.19095607e+00 2.03373147e+00 8.64804897e-04
7.80000000e+01 1.00000000e+00 8.20635631e-01 2.65148603e-01 1.17459326e-04
7.80000000e+01 2.00000000e+00 9.51791633e-01 2.65855630e-01 2.58937885e-04
7.80000000e+01 3.00000000e+00 1.50065982e+00 1.58018074e-01 1.29319143e-03
7.80000000e+01 4.00000000e+00 2.15602312e+00 1.60838160e-01 4.20857316e-03
7.80000000e+01 5.00000000e+00 2.24112807e+00 1.44446258e-01 5.77178344e-03
7.80000000e+01 6.00000000e+00 3.14667679e+00 1.88266834e+00 9.14909941e-04
7.90000000e+01 1.00000000e+00 9.31666596e-01 3.16976300e-01 2.28240149e-04
7.90000000e+01 2.00000000e+00 1.09018461e+00 2.85415822e-01 5.05960925e-04
7.90000000e+01 3.00000000e+00 1.63377646e+00 1.26228838e-01 1.73561886e-03
7.90000000e+01 4.00000000e+00 2.11312288e+00 1.58472327e-01 3.88852998e-03
7.90000000e+01 5.00000000e+00 2.21742352e+00 1.41182716e-01 5.25418156e-03
7.90000000e+01 6.00000000e+00 3.09697128e+00 1.77539480e+00 9.74510867e-04
8.00000000e+01 1.00000000e+00 1.04120160e+00 2.46717425e-01 4.42094560e-04
8.00000000e+01 2.00000000e+00 1.22353809e+00 2.64794744e-01 7.14302867e-04
8.00000000e+01 3.00000000e+00 1.76678818e+00 1.30045100e-01 1.24363053e-03
8.00000000e+01 4.00000000e+00 2.06503025e+00 1.60104260e-01 3.93746576e-03
8.00000000e+01 5.00000000e+00 2.18745931e+00 1.41124736e-01 4.67612635e-03
8.00000000e+01 6.00000000e+00 3.04040053e+00 1.65022220e+00 1.02729808e-03
8.10000000e+01 1.00000000e+00 1.14791556e+00 2.27502298e-01 5.88966103e-04
8.10000000e+01 2.00000000e+00 1.35012826e+00 2.85949581e-01 9.64003128e-04
8.10000000e+01 3.00000000e+00 1.89811506e+00 1.52265405e-01 2.72241327e-03
8.10000000e+01 4.00000000e+00 2.01199105e+00 1.62828792e-01 2.65576329e-03
8.10000000e+01 5.00000000e+00 2.15084271e+00 1.53580106e-01 4.20534381e-03
8.10000000e+01 6.00000000e+00 2.97589128e+00 1.49332855e+00 1.08011528e-03
8.20000000e+01 1.00000000e+00 1.25053736e+00 2.23818796e-01 7.62023597e-04
8.20000000e+01 2.00000000e+00 1.46820134e+00 2.51981837e-01 9.79710166e-04
8.20000000e+01 3.00000000e+00 1.94919662e+00 1.61937813e-01 2.67801517e-03
8.20000000e+01 4.00000000e+00 2.03187026e+00 1.96101887e-01 2.89754417e-03
8.20000000e+01 5.00000000e+00 2.10759172e+00 1.61187111e-01 3.91384840e-03
8.20000000e+01 6.00000000e+00 2.90276902e+00 1.62344515e+00 1.13144931e-03
8.30000000e+01 1.00000000e+00 1.34804771e+00 2.19196819e-01 9.58875091e-04
8.30000000e+01 2.00000000e+00 1.57511616e+00 2.42633643e-01 1.80596736e-03
8.30000000e+01 3.00000000e+00 1.88857568e+00 1.74994663e-01 3.09814150e-03
8.30000000e+01 4.00000000e+00 2.05805709e+00 1.69628954e-01 3.81533780e-03
8.30000000e+01 5.00000000e+00 2.15708139e+00 2.69524343e-01 4.25099105e-03
8.30000000e+01 6.00000000e+00 2.82091981e+00 1.26813110e+00 1.19115361e-03
8.40000000e+01 1.00000000e+00 1.43973609e+00 2.17884386e-01 1.37635430e-03
8.40000000e+01 2.00000000e+00 1.66175305e+00 2.10123321e-01 2.65667049e-03
8.40000000e+01 3.00000000e+00 1.83289831e+00 1.97970799e-01 4.72259046e-03
8.40000000e+01 4.00000000e+00 2.00279044e+00 1.79167159e-01 2.50667432e-03
8.40000000e+01 5.00000000e+00 2.27889587e+00 3.21455551e-01 8.31298473e-03
8.40000000e+01 6.00000000e+00 2.73083531e+00 1.03733471e+00 1.27238956e-03
8.50000000e+01 1.00000000e+00 1.52500593e+00 2.07335961e-01 1.52779929e-03
8.50000000e+01 2.00000000e+00 1.68152433e+00 1.79312373e-01 8.86638876e-04
8.50000000e+01 3.00000000e+00 1.83004729e+00 2.47635085e-01 5.21325157e-03
8.50000000e+01 4.00000000e+00 1.94257421e+00 1.96357953e-01 2.79286821e-03
8.50000000e+01 5.00000000e+00 2.39391707e+00 4.14908492e-01 1.41950250e-02
8.50000000e+01 6.00000000e+00 2.63452713e+00 8.27972213e-01 1.47653511e-03
8.60000000e+01 1.00000000e+00 1.60238224e+00 1.95689738e-01 2.18821896e-03
8.60000000e+01 2.00000000e+00 1.62240535e+00 1.86171896e-01 2.01840933e-03
8.60000000e+01 3.00000000e+00 1.87918020e+00 2.22590238e-01 3.38007846e-03
8.60000000e+01 4.00000000e+00 1.89233807e+00 2.32923776e-01 3.16359552e-03
8.60000000e+01 5.00000000e+00 2.47561938e+00 5.25072197e-01 2.45969188e-03
8.60000000e+01 6.00000000e+00 2.55830501e+00 7.07684033e-01 1.48552921e-03
8.70000000e+01 1.00000000e+00 1.54083794e+00 1.95289614e-01 1.56155421e-03
8.70000000e+01 2.00000000e+00 1.66410642e+00 1.78655014e-01 2.70482246e-03
8.70000000e+01 3.00000000e+00 1.82060384e+00 2.56560245e-01 5.77061670e-03
8.70000000e+01 4.00000000e+00 1.96337378e+00 2.10042996e-01 2.49775889e-03
8.70000000e+01 5.00000000e+00 2.39630941e+00 4.91639667e-01 1.47894502e-02
8.70000000e+01 6.00000000e+00 2.62972746e+00 8.67618734e-01 1.48548066e-03
8.80000000e+01 1.00000000e+00 1.44979711e+00 2.02463167e-01 1.28539923e-03
8.80000000e+01 2.00000000e+00 1.66916991e+00 2.02172137e-01 2.59609563e-03
8.80000000e+01 3.00000000e+00 1.80787167e+00 2.32714004e-01 3.22965286e-03
8.80000000e+01 4.00000000e+00 2.03009249e+00 1.98344222e-01 2.89338888e-03
8.80000000e+01 5.00000000e+00 2.27730397e+00 3.84491164e-01 7.95503123e-03
8.80000000e+01 6.00000000e+00 2.72728877e+00 9.78770469e-01 1.27578965e-03
8.90000000e+01 1.00000000e+00 1.35152529e+00 2.06597484e-01 9.67426681e-04
8.90000000e+01 2.00000000e+00 1.60430091e+00 2.44854985e-01 2.21049513e-03
8.90000000e+01 3.00000000e+00 1.85406362e+00 1.87933186e-01 3.78350275e-03
8.90000000e+01 4.00000000e+00 2.09011685e+00 1.83808663e-01 3.78783241e-03
8.90000000e+01 5.00000000e+00 2.14907694e+00 2.69062398e-01 4.15119466e-03
8.90000000e+01 6.00000000e+00 2.82037119e+00 9.33532487e-01 1.18672342e-03
9.00000000e+01 1.00000000e+00 1.24686191e+00 2.01246116e-01 7.56130315e-04
9.00000000e+01 2.00000000e+00 1.51740620e+00 2.71892809e-01 1.47837715e-03
9.00000000e+01 3.00000000e+00 1.91096415e+00 1.66605300e-01 3.05099293e-03
9.00000000e+01 4.00000000e+00 2.01388574e+00 1.90017615e-01 2.48220730e-03
9.00000000e+01 5.00000000e+00 2.14280229e+00 1.68260090e-01 4.10377730e-03
9.00000000e+01 6.00000000e+00 2.90662434e+00 1.02262664e+00 1.12753099e-03
9.10000000e+01 1.00000000e+00 1.13667036e+00 2.01121049e-01 5.72776015e-04
9.10000000e+01 2.00000000e+00 1.42130788e+00 2.86930873e-01 1.23695633e-03
9.10000000e+01 3.00000000e+00 1.87312740e+00 1.36035358e-01 2.93459639e-03
9.10000000e+01 4.00000000e+00 1.96558025e+00 1.55878571e-01 2.46653306e-03
9.10000000e+01 5.00000000e+00 2.18754025e+00 1.53352594e-01 4.67971371e-03
9.10000000e+01 6.00000000e+00 2.98535572e+00 1.15334534e+00 1.07047784e-03
9.20000000e+01 1.00000000e+00 1.02213783e+00 2.21143533e-01 4.15979891e-04
9.20000000e+01 2.00000000e+00 1.31927067e+00 2.97987985e-01 8.95088828e-04
9.20000000e+01 3.00000000e+00 1.72797411e+00 9.95282362e-02 9.06848627e-04
9.20000000e+01 4.00000000e+00 2.01491103e+00 1.51797126e-01 2.56197484e-03
9.20000000e+01 5.00000000e+00 2.22423479e+00 1.43055786e-01 5.32999920e-03
9.20000000e+01 6.00000000e+00 3.05646938e+00 1.35597265e+00 1.01570158e-03
9.30000000e+01 1.00000000e+00 9.04853200e-01 1.66348940e-01 1.93652244e-04
9.30000000e+01 2.00000000e+00 1.21306636e+00 3.22836832e-01 6.92484801e-04
9.30000000e+01 3.00000000e+00 1.57984088e+00 8.39221873e-02 1.80287523e-03
9.30000000e+01 4.00000000e+00 2.05807208e+00 1.48896602e-01 3.79170494e-03
9.30000000e+01 5.00000000e+00 2.25298485e+00 1.45795761e-01 6.09612888e-03
9.30000000e+01 6.00000000e+00 3.12044499e+00 1.55689518e+00 9.53184795e-04
9.40000000e+01 1.00000000e+00 7.86891044e-01 1.19533866e-01 9.70966700e-05
9.40000000e+01 2.00000000e+00 1.10393008e+00 3.53274501e-01 5.22447502e-04
9.40000000e+01 3.00000000e+00 1.43009478e+00 8.92825256e-02 1.29144161e-03
9.40000000e+01 4.00000000e+00 2.09532723e+00 1.48350344e-01 3.87171737e-03
9.40000000e+01 5.00000000e+00 2.27416215e+00 1.54677845e-01 7.28252358e-03
9.40000000e+01 6.00000000e+00 3.17815495e+00 1.80480330e+00 8.79903815e-04
9.50000000e+01 1.00000000e+00 6.71228292e-01 7.18463064e-02 4.70039461e-05
9.50000000e+01 2.00000000e+00 9.92572339e-01 4.14233048e-01 3.60650663e-04
9.50000000e+01 3.00000000e+00 1.27980605e+00 1.28360313e-01 8.26803379e-04
9.50000000e+01 4.00000000e+00 2.12778571e+00 1.51296459e-01 3.97291748e-03
9.50000000e+01 5.00000000e+00 2.28819542e+00 1.65678121e-01 8.50058332e-03
9.50000000e+01 6.00000000e+00 3.23082840e+00 2.04703681e+00 7.96478125e-04
9.60000000e+01 1.00000000e+00 5.62892457e-01 3.39391471e-02 2.14382354e-05
9.60000000e+01 2.00000000e+00 8.79232976e-01 5.25607602e-01 1.65810302e-04
9.60000000e+01 3.00000000e+00 1.12961026e+00 1.65248286e-01 5.67194984e-04
9.60000000e+01 4.00000000e+00 2.15695847e+00 1.56847491e-01 4.24432498e-03
9.60000000e+01 5.00000000e+00 2.29519256e+00 1.76572689e-01 8.83017308e-03
9.60000000e+01 6.00000000e+00 3.27954460e+00 2.33897338e+00 7.00471660e-04
9.70000000e+01 1.00000000e+00 4.71276022e-01 1.76722157e-02 9.90568779e-06
9.70000000e+01 2.00000000e+00 7.64025908e-01 4.11013518e-01 8.27934093e-05
9.70000000e+01 3.00000000e+00 9.79951096e-01 1.73102622e-01 3.20012270e-04
9.70000000e+01 4.00000000e+00 2.18417059e+00 1.63064570e-01 4.61375559e-03
9.70000000e+01 5.00000000e+00 2.29464095e+00 1.85858060e-01 8.81452971e-03
9.70000000e+01 6.00000000e+00 3.32502305e+00 2.78863797e+00 5.98919238e-04
9.80000000e+01 1.00000000e+00 4.25824557e-01 2.02642047e-02 6.57233881e-06
9.80000000e+01 2.00000000e+00 4.25824557e-01 2.02642047e-02 6.57233881e-06
9.80000000e+01 3.00000000e+00 1.08997476e+00 3.94365308e-01 5.06101653e-04
9.80000000e+01 4.00000000e+00 2.29251242e+00 1.88209078e-01 8.83875172e-03
9.80000000e+01 5.00000000e+00 2.29251242e+00 1.88209078e-01 8.83875172e-03
9.80000000e+01 6.00000000e+00 3.25271322e+00 2.25434412e+00 7.52397010e-04
9.90000000e+01 1.00000000e+00 4.89245554e-01 3.89622028e-02 1.13887273e-05
9.90000000e+01 2.00000000e+00 5.00169975e-01 3.36750226e-02 1.32731132e-05
9.90000000e+01 3.00000000e+00 1.21199610e+00 3.81835330e-01 6.96726491e-04
9.90000000e+01 4.00000000e+00 2.28585404e+00 1.81516534e-01 8.55778472e-03
9.90000000e+01 5.00000000e+00 2.29289016e+00 1.80555932e-01 9.11676907e-03
9.90000000e+01 6.00000000e+00 3.20294775e+00 1.76690620e+00 8.43330854e-04
1.00000000e+02 1.00000000e+00 5.73340208e-01 8.74814102e-02 2.29650184e-05
1.00000000e+02 2.00000000e+00 6.10844188e-01 5.54634246e-02 3.04710269e-05
1.00000000e+02 3.00000000e+00 1.33273133e+00 2.65127513e-01 9.31828798e-04
1.00000000e+02 4.00000000e+00 2.26328270e+00 1.75217576e-01 6.42556745e-03
1.00000000e+02 5.00000000e+00 2.28868408e+00 1.70548056e-01 8.54113203e-03
1.00000000e+02 6.00000000e+00 3.15827874e+00 1.62462410e+00 9.05820157e-04
1.01000000e+02 1.00000000e+00 6.68509179e-01 1.29889866e-01 4.57375324e-05
